filename,class,xmin,xmax,ymin,ymax
003d6accff1ccb37.jpg,Truck,0.0525,0.718125,0.698333,0.999167
003df8cf2effae50.jpg,Bus,0.161133,0.647461,0.35026,0.776042
003ed92b6eb43e1b.jpg,Truck,0.0,0.999375,0.0,0.5475
003feb1cdcd1c3e8.jpg,Truck,0.0,0.999167,0.06125,0.999375
0040699926269c72.jpg,Bus,0.000625,0.98875,0.0142379999999999,0.959799
0040be4d13e468e3.jpg,Bus,0.170625,0.819375,0.105,0.6825
0040be4d13e468e3.jpg,Bus,0.814375,0.880625,0.2825,0.463333
0043da1ff6622b4f.jpg,Truck,0.48,0.9025,0.22045,0.7851779999999999
0046022a3de49481.jpg,Bus,0.0,0.126875,0.3175,0.62
0046022a3de49481.jpg,Bus,0.128125,0.268125,0.36375,0.54625
0046022a3de49481.jpg,Bus,0.24375,0.371875,0.34125,0.5175
0046022a3de49481.jpg,Bus,0.359375,0.5075,0.36625,0.475
004846b7de6995f2.jpg,Truck,0.043125,0.10125,0.521886,0.62037
004846b7de6995f2.jpg,Truck,0.18375,0.843125,0.280303,0.811448
004ad4929992ac10.jpg,Bus,0.0,0.375625,0.618834,0.93991
004b1e697e3ffdf9.jpg,Bus,0.176875,0.808125,0.281426,0.795497
004c571ad25e5249.jpg,Truck,0.0,0.125333,0.422691,0.790161
004c571ad25e5249.jpg,Truck,0.067333,0.147333,0.581325,0.72992
004c571ad25e5249.jpg,Truck,0.070667,0.906,0.2108429999999999,0.961847
004c571ad25e5249.jpg,Truck,0.773333,0.999333,0.418675,0.8845379999999999
004e03d45963728e.jpg,Bus,0.290625,0.71625,0.243192,0.797183
004e03d45963728e.jpg,Bus,0.87875,0.97375,0.414084,0.483568
004e1464d275c6c9.jpg,Bus,0.0,0.089375,0.471875,0.64625
004e1464d275c6c9.jpg,Bus,0.154375,0.26375,0.485625,0.601875
004e1464d275c6c9.jpg,Bus,0.268125,0.711875,0.411875,0.785625
004e26b41de45ed0.jpg,Bus,0.0,0.998611,0.0,0.998148
004e5085b8127281.jpg,Bus,0.0,0.21,0.340833,0.650833
004e5085b8127281.jpg,Bus,0.09375,0.883125,0.174167,0.808333
004e5085b8127281.jpg,Bus,0.43,0.66375,0.504167,0.609167
004e5085b8127281.jpg,Bus,0.719375,0.98,0.4308329999999999,0.605833
004f297994c65d21.jpg,Bus,0.06625,0.794375,0.0566669999999999,0.843333
004f6e39c8d889bc.jpg,Truck,0.0,0.5925,0.0,0.94712
00529df801a3e15a.jpg,Bus,0.026875,0.999375,0.158333,0.699167
0054a7ba5f5b9ee7.jpg,Truck,0.0,0.998438,0.0,0.8546879999999999
0054ec3a97640f3f.jpg,Truck,0.0,0.084375,0.3225,0.7425
0054ec3a97640f3f.jpg,Truck,0.076875,0.858125,0.115,0.86
0055bdcd0c2965ca.jpg,Bus,0.000625,0.056875,0.120166,0.874309
0055bdcd0c2965ca.jpg,Bus,0.04875,0.975625,0.019337,0.975138
0055bdcd0c2965ca.jpg,Bus,0.889375,0.999375,0.208564,0.904696
00573ca2c47642ec.jpg,Truck,0.245,0.885,0.098333,0.810833
0057b792f7bc2e6b.jpg,Truck,0.248125,0.7975,0.042254,0.901408
0057b792f7bc2e6b.jpg,Truck,0.326875,0.715625,0.658216,0.885446
0058ee4249e2e83f.jpg,Truck,0.164167,0.916667,0.159375,0.54
005a899ef30efc10.jpg,Bus,0.30375,0.773125,0.041525,0.8262709999999999
005a899ef30efc10.jpg,Bus,0.79625,0.81125,0.217797,0.235593
005ad428291130ff.jpg,Truck,0.13375,0.895625,0.150833,0.783333
005e1faed531ae7e.jpg,Bus,0.132407,0.923148,0.097222,0.9625
0060021ac952f49f.jpg,Truck,0.0,0.1328119999999999,0.156433,0.267544
0060021ac952f49f.jpg,Truck,0.003906,0.146484,0.219298,0.350877
0060021ac952f49f.jpg,Truck,0.073242,0.510742,0.20614,0.6505850000000001
0060021ac952f49f.jpg,Truck,0.5585939999999999,0.999023,0.364035,0.997076
0060021ac952f49f.jpg,Truck,0.567383,0.7714840000000001,0.3070179999999999,0.526316
0060021ac952f49f.jpg,Truck,0.779297,0.999023,0.201754,0.573099
00629079b8556680.jpg,Truck,0.2375,0.809375,0.320833,0.82
00645618375350cf.jpg,Bus,0.35875,0.73,0.65381,0.761054
00648677039bd324.jpg,Truck,0.22625,0.800625,0.338951,0.8483149999999999
006508816f276859.jpg,Truck,0.1275,0.879375,0.137218,0.8599620000000001
0068633242ebb5da.jpg,Bus,0.0,0.737089,0.0,0.997664
00687364c5c2f57e.jpg,Bus,0.0,0.64875,0.0,0.382175
00687364c5c2f57e.jpg,Bus,0.1075,0.985,0.0468279999999999,0.998489
00687364c5c2f57e.jpg,Bus,0.740625,0.999375,0.0,0.602719
00688fac1cc21869.jpg,Bus,0.08625,0.979375,0.148333,0.763333
0069bac022daedf4.jpg,Bus,0.0,0.0175,0.349432,0.4886359999999999
0069bac022daedf4.jpg,Bus,0.01125,0.875,0.041193,0.796875
006a2f13b5b16c64.jpg,Truck,0.08625,0.815625,0.0163509999999999,0.916523
006a36d1a48eae69.jpg,Bus,0.309375,0.773125,0.258333,0.726667
006ab2b40b8a2afe.jpg,Truck,0.130625,0.931875,0.105833,0.878333
006ab2b40b8a2afe.jpg,Truck,0.75875,0.899375,0.4175,0.465833
006b3443ca15652f.jpg,Truck,0.0,0.999375,0.0,0.999167
006b6bdec2e7240b.jpg,Bus,0.128125,0.929375,0.288136,0.870057
006bb91310a817c5.jpg,Truck,0.044375,0.32375,0.338649,0.8180109999999999
006bb91310a817c5.jpg,Truck,0.205625,0.7675,0.036585,0.909006
006c6d78172ea758.jpg,Truck,0.1275,0.7625,0.151685,0.949438
006e2099e092279a.jpg,Truck,0.689375,0.98125,0.65,0.929167
0072089fc56ab904.jpg,Bus,0.23375,0.7025,0.328333,0.71
0072c81809385f00.jpg,Bus,0.0,0.999375,0.0,0.999224
00749e86d631cba0.jpg,Bus,0.1175,0.855625,0.213884,0.864916
00751332f75e12d2.jpg,Bus,0.0,0.640625,0.300833,0.716667
00751332f75e12d2.jpg,Bus,0.636875,0.76875,0.4275,0.5875
00751332f75e12d2.jpg,Bus,0.76375,0.95875,0.4308329999999999,0.570833
00757ab42ca415d8.jpg,Truck,0.0175,0.884375,0.1481839999999999,0.824092
0075ea6f6004baa8.jpg,Truck,0.089978,0.8910020000000001,0.326911,0.8978809999999999
0077d127ba76adfb.jpg,Truck,0.0075,0.071875,0.288333,0.388333
0077d127ba76adfb.jpg,Truck,0.11875,0.1575,0.353333,0.396667
0077d127ba76adfb.jpg,Truck,0.17,0.903125,0.093333,0.911667
0077d127ba76adfb.jpg,Truck,0.213125,0.2675,0.34,0.375833
00789ce7f6995676.jpg,Truck,0.0,0.890833,0.0,0.998745
007cdfad5b85d3e7.jpg,Truck,0.0,0.275,0.373005,0.694149
007cdfad5b85d3e7.jpg,Truck,0.68,0.999,0.313165,0.8198139999999999
007d21228880cf45.jpg,Truck,0.0664059999999999,0.958008,0.113033,0.906574
007d8de02b273320.jpg,Bus,0.096875,0.9,0.075642,0.5648850000000001
007d8de02b273320.jpg,Bus,0.10125,0.913125,0.653713,0.911867
008151a07dd92673.jpg,Bus,0.148125,0.651875,0.114447,0.868668
0082c50527ec2640.jpg,Truck,0.015009,0.8467790000000001,0.0,0.962072
0082c50527ec2640.jpg,Truck,0.864916,0.998124,0.000925,0.999075
0085d23a897ccf09.jpg,Bus,0.05125,0.794375,0.087242,0.903377
00868a00547307b0.jpg,Bus,0.094286,0.261429,0.3477159999999999,0.741117
00868a00547307b0.jpg,Bus,0.4542859999999999,0.998571,0.180203,0.8197969999999999
0087ec3760c76b6e.jpg,Bus,0.091875,0.87625,0.08349,0.84334
0087ec3760c76b6e.jpg,Bus,0.853125,0.999375,0.3977489999999999,0.73546
008b1a336c7cec1a.jpg,Truck,0.008125,0.150625,0.325843,0.601124
008bdc415cf03465.jpg,Bus,0.1328119999999999,0.404948,0.768555,0.952148
008c58ed8884984b.jpg,Truck,0.1875,0.8921870000000001,0.252083,0.641667
008e2d1fb3c2e61b.jpg,Truck,0.448125,0.999375,0.0,0.489681
008e36586cdc076a.jpg,Bus,0.25375,0.814375,0.256952,0.7341489999999999
008e36586cdc076a.jpg,Bus,0.758125,0.861875,0.343715,0.551724
008e36586cdc076a.jpg,Bus,0.855625,0.89125,0.373749,0.5016689999999999
008e36586cdc076a.jpg,Bus,0.89125,0.916875,0.389321,0.49277
008e36a5a0623445.jpg,Bus,0.0,0.091875,0.578947,0.647597
008e36a5a0623445.jpg,Bus,0.004375,0.259375,0.578947,0.759725
008e36a5a0623445.jpg,Bus,0.1625,0.875625,0.160183,0.977117
008e36a5a0623445.jpg,Bus,0.885625,0.953125,0.555301,0.635393
008e92ff98f6f209.jpg,Bus,0.076318,0.919748,0.065,0.82625
008e95a340972b70.jpg,Bus,0.0,0.999375,0.0,0.999044
008ed4d097afc230.jpg,Bus,0.735937,0.998438,0.395312,0.623438
008f72052931e576.jpg,Truck,0.0,0.114375,0.4308329999999999,0.650833
008f72052931e576.jpg,Truck,0.125625,0.841875,0.216667,0.828333
0091dc7c6913fcb6.jpg,Bus,0.0,0.635084,0.465,0.714375
00930fb79638e452.jpg,Truck,0.11375,0.815,0.2453179999999999,0.947566
0096c858c3b3272f.jpg,Bus,0.196262,0.630841,0.583333,0.859649
0097683580838f04.jpg,Truck,0.0,0.999167,0.0,0.993125
0099497d83e519e9.jpg,Truck,0.011041,0.3044159999999999,0.0,0.262846
0099497d83e519e9.jpg,Truck,0.138801,0.677445,0.15415,0.7924899999999999
0099497d83e519e9.jpg,Truck,0.286278,0.446372,0.0,0.129447
0099497d83e519e9.jpg,Truck,0.431388,0.513407,0.0,0.059289
0099497d83e519e9.jpg,Truck,0.5244479999999999,0.603312,0.0,0.104743
0099497d83e519e9.jpg,Truck,0.608833,0.705836,0.0,0.146245
0099497d83e519e9.jpg,Truck,0.705836,0.82571,0.0,0.187747
0099497d83e519e9.jpg,Truck,0.82571,0.919558,0.0,0.238142
009aed65c0260a04.jpg,Bus,0.09875,0.875625,0.192522,0.758154
009b91131faabffa.jpg,Truck,0.1,0.211875,0.522514,0.727017
009b91131faabffa.jpg,Truck,0.83,0.999375,0.601313,0.924953
009ba8a9ede3880f.jpg,Bus,0.084375,0.944375,0.341486,0.9002819999999999
009caeffaa5a023a.jpg,Truck,0.0,0.636875,0.462335,0.999058
009caeffaa5a023a.jpg,Truck,0.001875,0.47875,0.279661,0.768362
009caeffaa5a023a.jpg,Truck,0.698125,0.89875,0.292844,0.592279
00a04117c2d19ac1.jpg,Bus,0.0,0.811232,0.152083,0.721875
00a08d0ba39147e1.jpg,Truck,0.19,0.64875,0.202627,0.698874
00a09b822d470896.jpg,Bus,0.190625,0.795,0.197368,0.81391
00a18c9485d32d8d.jpg,Truck,0.324375,0.6675,0.566527,0.924686
00a18c9485d32d8d.jpg,Truck,0.369375,0.3875,0.304603,0.316318
00a18c9485d32d8d.jpg,Truck,0.416875,0.494375,0.382427,0.439331
00a18c9485d32d8d.jpg,Truck,0.6525,0.769375,0.459414,0.504602
00a18c9485d32d8d.jpg,Truck,0.726875,0.7975,0.405021,0.439331
00a209837c2bbec5.jpg,Bus,0.33375,0.558125,0.489141,0.925401
00a30d774a4f2258.jpg,Bus,0.044375,0.999375,0.020336,0.912467
00a4decd12ae97b9.jpg,Bus,0.37,0.96,0.1675,0.8
00a56327032571c8.jpg,Bus,0.145313,0.976562,0.081703,0.844649
00a70516d3849f03.jpg,Bus,0.3875,0.670833,0.317187,0.660937
00a966a52072eaf0.jpg,Bus,0.0,0.666875,0.13,0.999167
00a966a52072eaf0.jpg,Bus,0.66625,0.71125,0.458333,0.565
00a966a52072eaf0.jpg,Bus,0.696875,0.770625,0.484167,0.555833
00aac4defc694c44.jpg,Truck,0.019969,0.362519,0.267442,0.613953
00aad83907a19beb.jpg,Bus,0.1154579999999999,0.2461829999999999,0.82875,0.956875
00aad83907a19beb.jpg,Bus,0.26145,0.4818699999999999,0.738125,0.9625
00abf276002161e1.jpg,Bus,0.1225,0.83875,0.155273,0.757812
00acedaea77ea9af.jpg,Bus,0.016875,0.161875,0.255833,0.5675
00acedaea77ea9af.jpg,Bus,0.101875,0.74625,0.195,0.705
00ae221519d850b2.jpg,Bus,0.403125,0.696875,0.4983329999999999,0.718333
00aec8374b069983.jpg,Truck,0.041875,0.775625,0.290248,0.8955110000000001
00afe7db4069f05d.jpg,Bus,0.405,0.579375,0.43621,0.602251
00b1884d72d57a22.jpg,Bus,0.09125,0.145625,0.36,0.513333
00b1884d72d57a22.jpg,Bus,0.141875,0.32625,0.2825,0.5341670000000001
00b1884d72d57a22.jpg,Bus,0.185625,0.66625,0.2308329999999999,0.544167
00b1884d72d57a22.jpg,Bus,0.259375,0.46875,0.339167,0.599167
00b1884d72d57a22.jpg,Bus,0.36625,0.9275,0.2975,0.6525
00b1884d72d57a22.jpg,Bus,0.928125,0.999375,0.4025,0.505833
00b21814b93ce5df.jpg,Truck,0.030625,0.105,0.427903,0.575843
00b21814b93ce5df.jpg,Truck,0.135,0.751875,0.284644,0.763109
00b3070326758cf5.jpg,Bus,0.244167,0.885,0.243125,0.8725
00b3242009873ff3.jpg,Truck,0.0575,0.84375,0.432738,0.918156
00b4831b8f1408e6.jpg,Bus,0.331875,0.63625,0.005,0.8975
00b91087bca2aadb.jpg,Truck,0.711719,0.999219,0.49375,0.689583
00b9567ed8027116.jpg,Bus,0.57375,0.953125,0.391182,0.551595
00b98420922097e3.jpg,Bus,0.003125,0.65375,0.0,0.99906
00ba54c453ea7dde.jpg,Truck,0.151875,0.635625,0.216426,0.794673
00bb747318114fd8.jpg,Bus,0.143125,0.8375,0.241667,0.825833
00bd4ecb67753232.jpg,Bus,0.0,0.06125,0.231203,0.695489
00bd4ecb67753232.jpg,Bus,0.116875,0.82875,0.147556,0.801692
00bd4ecb67753232.jpg,Bus,0.5175,0.688125,0.275376,0.383459
00bd4ecb67753232.jpg,Bus,0.701875,0.94,0.256579,0.676692
00be435f1f010bcc.jpg,Bus,0.006875,0.08125,0.530957,0.635084
00be435f1f010bcc.jpg,Bus,0.295,0.789375,0.237336,0.850844
00be4dbc71a5400a.jpg,Truck,0.046875,0.313125,0.0326339999999999,0.412587
00bf3355e15e694f.jpg,Bus,0.2525,0.999375,0.188333,0.851667
00bf953bf7ac8085.jpg,Bus,0.241875,0.501875,0.4325,0.639167
00c07076be39e87e.jpg,Truck,0.0,0.325,0.4979149999999999,0.650542
00c07076be39e87e.jpg,Truck,0.0,0.55875,0.492077,0.854045
00c07076be39e87e.jpg,Truck,0.029375,0.94875,0.47623,0.89241
00c07076be39e87e.jpg,Truck,0.88875,0.999375,0.5221020000000001,0.999166
00c098c7959397c3.jpg,Bus,0.754221,0.999062,0.6825,0.999375
00c0b3bad91b72e7.jpg,Truck,0.127344,0.964844,0.398958,0.944792
00c0b3bad91b72e7.jpg,Truck,0.930469,0.999219,0.389583,0.607292
00c0e508d6ad8af3.jpg,Bus,0.0,0.109375,0.318333,0.943333
00c0e508d6ad8af3.jpg,Bus,0.144375,0.844375,0.103333,0.923333
00c0e508d6ad8af3.jpg,Bus,0.685625,0.999375,0.316667,0.859167
00c1052b74421fda.jpg,Truck,0.048,0.999,0.189333,0.921333
00c145da5480c374.jpg,Truck,0.12625,0.8475,0.228464,0.8323969999999999
00c168620566eaa3.jpg,Bus,0.189167,0.999167,0.0,0.563125
00c1c73b6b31866c.jpg,Truck,0.2475,0.93125,0.125828,0.969095
00c20f0db8cab880.jpg,Bus,0.0,0.386923,0.268692,0.740654
00c20f0db8cab880.jpg,Bus,0.049231,0.993846,0.0,0.8983639999999999
00c2443cb2ac0808.jpg,Truck,0.08,0.8825,0.2335219999999999,0.80791
00c24466fc51acf9.jpg,Bus,0.348125,0.658125,0.2481199999999999,0.726504
00c2929014c0dddd.jpg,Bus,0.32,0.736875,0.323333,0.640833
00c2a993cfe9cce3.jpg,Truck,0.04537,0.991667,0.2805559999999999,0.74537
00c3642bc01c173f.jpg,Bus,0.175926,0.696759,0.401859,0.728306
00c3642bc01c173f.jpg,Bus,0.69213,0.835648,0.504132,0.6311979999999999
00c3fb728099e272.jpg,Bus,0.0,0.999167,0.038125,0.999375
00c4bdadc1797f8e.jpg,Bus,0.279375,0.668125,0.553078,0.801963
00c927e5f40fe40d.jpg,Truck,0.05625,0.999375,0.025328,0.999062
00c96e0e060aeb2f.jpg,Bus,0.099375,0.8425,0.20214,0.941736
00c9f3f8e860c48f.jpg,Bus,0.15625,0.729375,0.1,0.6475
00ca39c9a76bdcbf.jpg,Truck,0.155469,0.340625,0.583333,0.852778
00ca39c9a76bdcbf.jpg,Truck,0.332031,0.510938,0.6,0.7736109999999999
00ca39c9a76bdcbf.jpg,Truck,0.579687,0.8601559999999999,0.547222,0.8722219999999999
00ca4b949dd426f8.jpg,Bus,0.0,0.1725,0.08156,0.773936
00ca4b949dd426f8.jpg,Bus,0.0,0.479375,0.08422,0.794326
00ca4b949dd426f8.jpg,Bus,0.13125,0.8125,0.069149,0.937943
00ca4b949dd426f8.jpg,Bus,0.680625,0.786875,0.358156,0.460106
00ca4b949dd426f8.jpg,Bus,0.825625,0.999375,0.0,0.998227
00cacc08df00dec6.jpg,Bus,0.174375,0.981875,0.276676,0.8300280000000001
00cc2f51c797adc4.jpg,Truck,0.10875,0.96625,0.246684,0.8523430000000001
00cc2f6942fb39d2.jpg,Truck,0.0,0.530273,0.0,0.998529
00cc2f6942fb39d2.jpg,Truck,0.439453,0.734375,0.225,0.808824
00ce7ae0c3c740b5.jpg,Bus,0.0,0.898438,0.0,0.995595
00d03a35f54e8386.jpg,Bus,0.034081,0.984206,0.020057,0.960841
00d03a35f54e8386.jpg,Bus,0.418121,0.999169,0.1050619999999999,0.8433620000000001
00d17e785bbf2ca1.jpg,Bus,0.0,0.290625,0.2333329999999999,0.748333
00d17e785bbf2ca1.jpg,Bus,0.17125,0.778125,0.094167,0.8625
00d209e52665b55b.jpg,Truck,0.0,0.936875,0.154167,0.905
00d366b6a4bf4e15.jpg,Bus,0.0,0.999066,0.064228,0.87561
00d366b6a4bf4e15.jpg,Bus,0.009337,0.999066,0.1861789999999999,0.423577
00d5963c8f8e5381.jpg,Truck,0.0,0.243125,0.262664,0.574109
00d5963c8f8e5381.jpg,Truck,0.1975,0.8775,0.0,0.999062
00d5e12c0ad617d3.jpg,Truck,0.0,0.815625,0.0,0.998889
00d84ba913808fcc.jpg,Truck,0.1076039999999999,0.965567,0.0664059999999999,0.950521
00d9a751d73ee232.jpg,Bus,0.0774649999999999,0.913732,0.02193,0.997807
00d9db3d2c186504.jpg,Bus,0.065,0.93,0.072063,0.8746299999999999
00da0d2c9d359ebe.jpg,Truck,0.0,0.271875,0.197936,0.767355
00da0d2c9d359ebe.jpg,Truck,0.444375,0.546875,0.5197,0.701689
00dc5500c7609c96.jpg,Truck,0.06625,0.90125,0.0,0.976013
00de3f61ae8d1ed0.jpg,Bus,0.0,0.999375,0.0,0.999167
00deafca766e433f.jpg,Truck,0.128125,0.946875,0.222917,0.897917
00e13aca7d2f904a.jpg,Truck,0.0,0.9025,0.09915,0.8545799999999999
00e182674b0586ea.jpg,Truck,0.000625,0.09,0.468333,0.566667
00e182674b0586ea.jpg,Truck,0.09375,0.17125,0.468333,0.5525
00e182674b0586ea.jpg,Truck,0.19,0.74875,0.244167,0.686667
00e182674b0586ea.jpg,Truck,0.846875,0.90625,0.439167,0.573333
00e182674b0586ea.jpg,Truck,0.905,0.999375,0.41,0.583333
00e2de0a281f485e.jpg,Truck,0.03125,0.966797,0.077496,0.7913560000000001
00e4838239232d6e.jpg,Bus,0.0,0.363977,0.114375,0.405
00e4838239232d6e.jpg,Bus,0.547842,0.62758,0.10625,0.323125
00e49c320e0304bf.jpg,Truck,0.06,0.917143,0.114504,0.965649
00e4cd60e84c0463.jpg,Bus,0.0,0.085156,0.209112,0.580607
00e4cd60e84c0463.jpg,Bus,0.067188,0.4429689999999999,0.23014,0.5735979999999999
00e4cd60e84c0463.jpg,Bus,0.123438,0.980469,0.15771,0.869159
00e575172c598e71.jpg,Truck,0.11375,0.383125,0.399261,0.6700550000000001
00e577cb0dd95bf4.jpg,Truck,0.13125,0.933125,0.193246,0.93621
00e847daf21b5eff.jpg,Bus,0.7375,0.885,0.032222,0.271111
00e9f01d1b4f6f40.jpg,Truck,0.02,0.973125,0.121667,0.988333
00ec852caf537f58.jpg,Truck,0.085625,0.91125,0.087242,0.951219
00edd52b1922df7b.jpg,Bus,0.0,0.569375,0.175833,0.644167
00edd52b1922df7b.jpg,Bus,0.03875,0.933125,0.325,0.7875
00edd52b1922df7b.jpg,Bus,0.959375,0.999375,0.526667,0.928333
00eed222dd2f6033.jpg,Bus,0.0,0.443125,0.0,0.144594
00eed222dd2f6033.jpg,Bus,0.09,0.841875,0.064619,0.951376
00eed222dd2f6033.jpg,Bus,0.37625,0.68375,0.0,0.108765
00eed222dd2f6033.jpg,Bus,0.671875,0.960625,0.0,0.072937
00eed222dd2f6033.jpg,Bus,0.765625,0.999375,0.200896,0.78183
00eed222dd2f6033.jpg,Bus,0.9625,0.999375,0.0,0.035189
00ef407e5b2ef618.jpg,Bus,0.029375,0.21875,0.516779,0.790988
00ef97853dbcf967.jpg,Truck,0.3675,0.936875,0.579167,0.999167
00ef97853dbcf967.jpg,Truck,0.423125,0.581875,0.366667,0.47
00ef97853dbcf967.jpg,Truck,0.4825,0.62625,0.415,0.5283329999999999
00efaeca2b75cb2e.jpg,Truck,0.260625,0.549375,0.481518,0.893969
00f0d74e7540068b.jpg,Bus,0.00125,0.999375,0.0,0.999166
00f189e80d7f01b8.jpg,Truck,0.3,0.845625,0.146341,0.6491560000000001
00f2172c2772b8fc.jpg,Bus,0.0775,0.811875,0.012168,0.880531
00f2172c2772b8fc.jpg,Bus,0.799375,0.904375,0.426991,0.673673
00f259fc130cbcc5.jpg,Bus,0.0,0.997183,0.0,0.991667
00f26d224d6b46b7.jpg,Truck,0.0,0.8025,0.7,0.999167
00f26d224d6b46b7.jpg,Truck,0.0,0.8025,0.709167,0.999167
